"interacting_pair_new","id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","Pathway","cellpair","significant"
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Lung_pul_art_ec|Lung_pul_smc",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_smc|Large_intestine_art_ec_2",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_smc|Large_intestine_art_ec_1",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_ec_2|Large_intestine_art_smc",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_ec_1|Large_intestine_art_smc",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_smc|Small_intestine_art_ec_1",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_smc|Small_intestine_art_ec_2",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_ec_1|Small_intestine_art_smc",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_ec_2|Small_intestine_art_smc",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Uterus_endometrium_cap_ec|Uterus_cap_pc_endom",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Lymph_node_art_ec_2|Lymph_node_art_smc",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P02751:integrin_aVb1_complex","CPI-SC08F923F07","FN1_integrin_aVb1_complex","simple:P02751","complex:integrin_aVb1_complex","FN1","","True","False","False","curated","True","Cell adhesion","Adipose_tissue_art_ec_2|Adipose_tissue_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Muscle_art_ec_2|Muscle_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_2",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_1",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Heart_cap_pc|Heart_myo_cap_ec",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Heart_art_ec_2|Heart_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Heart_art_ec_1|Heart_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Lung_pul_art_ec|Lung_pul_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_smc|Large_intestine_art_ec_2",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_smc|Large_intestine_art_ec_1",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_ec_2|Large_intestine_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_ec_1|Large_intestine_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_smc|Small_intestine_art_ec_1",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_smc|Small_intestine_art_ec_2",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_ec_1|Small_intestine_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Small_intestine_art_ec_2|Small_intestine_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Uterus_endometrium_cap_ec|Uterus_cap_pc_endom",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Lymph_node_art_ec_2|Lymph_node_art_smc",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P02751:integrin_aVb5_complex","CPI-SC09B45FB39","FN1_integrin_aVb5_complex","simple:P02751","complex:integrin_aVb5_complex","FN1","","True","False","False","curated","True","Cell adhesion","Adipose_tissue_art_ec_2|Adipose_tissue_art_smc",TRUE
"P02794:Q6ZMJ2","CPI-SS018AC8F36","FTH1_SCARA5","simple:P02794","simple:Q6ZMJ2","FTH1","SCARA5","False","False","True","curated","False","Other interactions","Lung_pul_cap_ec|Lung_pul_pc",TRUE
"P05019:integrin_a6b4_complex","CPI-SC0322BA9B5","IGF1_integrin_a6b4_complex","simple:P05019","complex:integrin_a6b4_complex","IGF1","","True","False","False","curated","True","Insulin-like growth factor","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P05019:P08069","CPI-SS0E41702C1","IGF1_IGF1R","simple:P05019","simple:P08069","IGF1","IGF1R","True","False","True","curated","False","Insulin-like growth factor","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P05067:O75509","CPI-SS097A84265","APP_TNFRSF21","simple:P05067","simple:O75509","APP","TNFRSF21","False","False","True","curated","False","Amyloid-beta precursor protein","Muscle_myo_cap_ec|Muscle_cap_pc",TRUE
"P05067:O75509","CPI-SS097A84265","APP_TNFRSF21","simple:P05067","simple:O75509","APP","TNFRSF21","False","False","True","curated","False","Amyloid-beta precursor protein","Lung_pul_cap_ec|Lung_pul_pc",TRUE
"P05067:O75509","CPI-SS097A84265","APP_TNFRSF21","simple:P05067","simple:O75509","APP","TNFRSF21","False","False","True","curated","False","Amyloid-beta precursor protein","Lung_cap_ec|Lung_cap_pc",TRUE
"P05067:O75509","CPI-SS097A84265","APP_TNFRSF21","simple:P05067","simple:O75509","APP","TNFRSF21","False","False","True","curated","False","Amyloid-beta precursor protein","Uterus_endometrium_cap_ec|Uterus_cap_pc_endom",TRUE
"P05067:O75509","CPI-SS097A84265","APP_TNFRSF21","simple:P05067","simple:O75509","APP","TNFRSF21","False","False","True","curated","False","Amyloid-beta precursor protein","Pancreas_cap_ec|Pancreas_cap_pc",TRUE
"P05067:Q92673","CPI-SS07ACDDCD6","APP_SORL1","simple:P05067","simple:Q92673","APP","SORL1","True","False","True","curated","False","Amyloid-beta precursor protein","Large_intestine_art_ec_2|Large_intestine_art_smc",TRUE
"P05067:Q92673","CPI-SS07ACDDCD6","APP_SORL1","simple:P05067","simple:Q92673","APP","SORL1","True","False","True","curated","False","Amyloid-beta precursor protein","Large_intestine_art_ec_1|Large_intestine_art_smc",TRUE
"P05067:Q92673","CPI-SS07ACDDCD6","APP_SORL1","simple:P05067","simple:Q92673","APP","SORL1","True","False","True","curated","False","Amyloid-beta precursor protein","Small_intestine_art_ec_1|Small_intestine_art_smc",TRUE
"P05067:Q92673","CPI-SS07ACDDCD6","APP_SORL1","simple:P05067","simple:Q92673","APP","SORL1","True","False","True","curated","False","Amyloid-beta precursor protein","Small_intestine_art_ec_2|Small_intestine_art_smc",TRUE
"P05230:P11362","CPI-SS0755A26DD","FGF1_FGFR1","simple:P05230","simple:P11362","FGF1","FGFR1","True","False","True","curated","False","Fibroblast growth factor","Heart_art_smc|Heart_art_ec_2",TRUE
"P05230:P11362","CPI-SS0755A26DD","FGF1_FGFR1","simple:P05230","simple:P11362","FGF1","FGFR1","True","False","True","curated","False","Fibroblast growth factor","Heart_cap_pc|Heart_myo_cap_ec",TRUE
"P05230:P22607","CPI-SS015819E65","FGF1_FGFR3","simple:P05230","simple:P22607","FGF1","FGFR3","True","False","True","curated","False","Fibroblast growth factor","Heart_art_smc|Heart_art_ec_2",TRUE
"P05230:P22607","CPI-SS015819E65","FGF1_FGFR3","simple:P05230","simple:P22607","FGF1","FGFR3","True","False","True","curated","False","Fibroblast growth factor","Heart_art_smc|Heart_art_ec_1",TRUE
"P05997:integrin_a10b1_complex","CPI-SC0CED85DDE","COL5A2_integrin_a10b1_complex","simple:P05997","complex:integrin_a10b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P05997:integrin_a10b1_complex","CPI-SC0CED85DDE","COL5A2_integrin_a10b1_complex","simple:P05997","complex:integrin_a10b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P05997:integrin_a10b1_complex","CPI-SC0CED85DDE","COL5A2_integrin_a10b1_complex","simple:P05997","complex:integrin_a10b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P05997:integrin_a10b1_complex","CPI-SC0CED85DDE","COL5A2_integrin_a10b1_complex","simple:P05997","complex:integrin_a10b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P05997:integrin_a10b1_complex","CPI-SC0CED85DDE","COL5A2_integrin_a10b1_complex","simple:P05997","complex:integrin_a10b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P05997:integrin_a10b1_complex","CPI-SC0CED85DDE","COL5A2_integrin_a10b1_complex","simple:P05997","complex:integrin_a10b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P05997:integrin_a10b1_complex","CPI-SC0CED85DDE","COL5A2_integrin_a10b1_complex","simple:P05997","complex:integrin_a10b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P05997:integrin_a1b1_complex","CPI-SC037A0554C","COL5A2_integrin_a1b1_complex","simple:P05997","complex:integrin_a1b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Heart_cap_pc|Heart_myo_cap_ec",TRUE
"P05997:integrin_a1b1_complex","CPI-SC037A0554C","COL5A2_integrin_a1b1_complex","simple:P05997","complex:integrin_a1b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Lung_cap_pc|Lung_cap_ec",TRUE
"P05997:integrin_a1b1_complex","CPI-SC037A0554C","COL5A2_integrin_a1b1_complex","simple:P05997","complex:integrin_a1b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P05997:integrin_a1b1_complex","CPI-SC037A0554C","COL5A2_integrin_a1b1_complex","simple:P05997","complex:integrin_a1b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P05997:integrin_a1b1_complex","CPI-SC037A0554C","COL5A2_integrin_a1b1_complex","simple:P05997","complex:integrin_a1b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Pancreas_cap_pc|Pancreas_cap_ec",TRUE
"P05997:integrin_a2b1_complex","CPI-SC0345262E7","COL5A2_integrin_a2b1_complex","simple:P05997","complex:integrin_a2b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P05997:integrin_a2b1_complex","CPI-SC0345262E7","COL5A2_integrin_a2b1_complex","simple:P05997","complex:integrin_a2b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P05997:integrin_a2b1_complex","CPI-SC0345262E7","COL5A2_integrin_a2b1_complex","simple:P05997","complex:integrin_a2b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P05997:integrin_a2b1_complex","CPI-SC0345262E7","COL5A2_integrin_a2b1_complex","simple:P05997","complex:integrin_a2b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P05997:integrin_a2b1_complex","CPI-SC0345262E7","COL5A2_integrin_a2b1_complex","simple:P05997","complex:integrin_a2b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P05997:integrin_a2b1_complex","CPI-SC0345262E7","COL5A2_integrin_a2b1_complex","simple:P05997","complex:integrin_a2b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P05997:integrin_a2b1_complex","CPI-SC0345262E7","COL5A2_integrin_a2b1_complex","simple:P05997","complex:integrin_a2b1_complex","COL5A2","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Muscle_art_smc|Muscle_art_ec_2",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_2",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_1",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Large_intestine_art_smc|Large_intestine_art_ec_2",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Large_intestine_art_smc|Large_intestine_art_ec_1",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Large_intestine_art_ec_1|Large_intestine_art_smc",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Small_intestine_art_smc|Small_intestine_art_ec_1",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Small_intestine_art_smc|Small_intestine_art_ec_2",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Small_intestine_art_ec_1|Small_intestine_art_smc",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Small_intestine_art_ec_2|Small_intestine_art_smc",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P07996:integrin_a3b1_complex","CPI-SC0B80B8591","THBS1_integrin_a3b1_complex","simple:P07996","complex:integrin_a3b1_complex","THBS1","","False","False","False","curated","True","Cell adhesion","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P07996:P16671","CPI-SS0C93E48D7","THBS1_CD36","simple:P07996","simple:P16671","THBS1","CD36","False","False","True","curated","False","Thrombospondin precursor","Lung_cap_pc|Lung_cap_ec",TRUE
"P07996:P16671","CPI-SS0C93E48D7","THBS1_CD36","simple:P07996","simple:P16671","THBS1","CD36","False","False","True","curated","False","Thrombospondin precursor","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P07996:P16671","CPI-SS0C93E48D7","THBS1_CD36","simple:P07996","simple:P16671","THBS1","CD36","False","False","True","curated","False","Thrombospondin precursor","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P07996:P16671","CPI-SS0C93E48D7","THBS1_CD36","simple:P07996","simple:P16671","THBS1","CD36","False","False","True","curated","False","Thrombospondin precursor","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P07996:P16671","CPI-SS0C93E48D7","THBS1_CD36","simple:P07996","simple:P16671","THBS1","CD36","False","False","True","curated","False","Thrombospondin precursor","Lymph_node_art_smc|Lymph_node_art_ec_2",TRUE
"P07996:P16671","CPI-SS0C93E48D7","THBS1_CD36","simple:P07996","simple:P16671","THBS1","CD36","False","False","True","curated","False","Thrombospondin precursor","Pancreas_cap_pc|Pancreas_cap_ec",TRUE
"P07996:P16671","CPI-SS0C93E48D7","THBS1_CD36","simple:P07996","simple:P16671","THBS1","CD36","False","False","True","curated","False","Thrombospondin precursor","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_1",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P08123:integrin_a10b1_complex","CPI-SC07707E049","COL1A2_integrin_a10b1_complex","simple:P08123","complex:integrin_a10b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Muscle_cap_pc|Muscle_myo_cap_ec",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_2",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Heart_cap_pc|Heart_myo_cap_ec",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Lung_cap_pc|Lung_cap_ec",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P08123:integrin_a1b1_complex","CPI-SC09DB9D20A","COL1A2_integrin_a1b1_complex","simple:P08123","complex:integrin_a1b1_complex","COL1A2","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
