"interacting_pair_new","id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","Pathway","cellpair","significant"
"P12110:integrin_a2b1_complex","CPI-SC01A5C5096","COL6A2_integrin_a2b1_complex","simple:P12110","complex:integrin_a2b1_complex","COL6A2","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P12110:integrin_a2b1_complex","CPI-SC01A5C5096","COL6A2_integrin_a2b1_complex","simple:P12110","complex:integrin_a2b1_complex","COL6A2","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P12111:integrin_a10b1_complex","CPI-SC059D160BE","COL6A3_integrin_a10b1_complex","simple:P12111","complex:integrin_a10b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P12111:integrin_a10b1_complex","CPI-SC059D160BE","COL6A3_integrin_a10b1_complex","simple:P12111","complex:integrin_a10b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P12111:integrin_a10b1_complex","CPI-SC059D160BE","COL6A3_integrin_a10b1_complex","simple:P12111","complex:integrin_a10b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P12111:integrin_a10b1_complex","CPI-SC059D160BE","COL6A3_integrin_a10b1_complex","simple:P12111","complex:integrin_a10b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P12111:integrin_a10b1_complex","CPI-SC059D160BE","COL6A3_integrin_a10b1_complex","simple:P12111","complex:integrin_a10b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P12111:integrin_a10b1_complex","CPI-SC059D160BE","COL6A3_integrin_a10b1_complex","simple:P12111","complex:integrin_a10b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Heart_cap_pc|Heart_myo_cap_ec",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Lung_cap_pc|Lung_cap_ec",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Large_intestine_art_ec_2|Large_intestine_art_smc",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P12111:integrin_a1b1_complex","CPI-SC0ECDD1074","COL6A3_integrin_a1b1_complex","simple:P12111","complex:integrin_a1b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Pancreas_cap_pc|Pancreas_cap_ec",TRUE
"P12111:integrin_a2b1_complex","CPI-SC084C79E20","COL6A3_integrin_a2b1_complex","simple:P12111","complex:integrin_a2b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P12111:integrin_a2b1_complex","CPI-SC084C79E20","COL6A3_integrin_a2b1_complex","simple:P12111","complex:integrin_a2b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P12111:integrin_a2b1_complex","CPI-SC084C79E20","COL6A3_integrin_a2b1_complex","simple:P12111","complex:integrin_a2b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P12111:integrin_a2b1_complex","CPI-SC084C79E20","COL6A3_integrin_a2b1_complex","simple:P12111","complex:integrin_a2b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P12111:integrin_a2b1_complex","CPI-SC084C79E20","COL6A3_integrin_a2b1_complex","simple:P12111","complex:integrin_a2b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P12111:integrin_a2b1_complex","CPI-SC084C79E20","COL6A3_integrin_a2b1_complex","simple:P12111","complex:integrin_a2b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P12111:integrin_a2b1_complex","CPI-SC084C79E20","COL6A3_integrin_a2b1_complex","simple:P12111","complex:integrin_a2b1_complex","COL6A3","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P13500:Q16570","CPI-SS0DBFB8BEA","CCL2_ACKR1","simple:P13500","simple:Q16570","CCL2","ACKR1","True","False","True","curated","False","Chemokines","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P13500:Q16570","CPI-SS0DBFB8BEA","CCL2_ACKR1","simple:P13500","simple:Q16570","CCL2","ACKR1","True","False","True","curated","False","Chemokines","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P13500:Q16570","CPI-SS0DBFB8BEA","CCL2_ACKR1","simple:P13500","simple:Q16570","CCL2","ACKR1","True","False","True","curated","False","Chemokines","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P13500:Q16570","CPI-SS0DBFB8BEA","CCL2_ACKR1","simple:P13500","simple:Q16570","CCL2","ACKR1","True","False","True","curated","False","Chemokines","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P13500:Q16570","CPI-SS0DBFB8BEA","CCL2_ACKR1","simple:P13500","simple:Q16570","CCL2","ACKR1","True","False","True","curated","False","Chemokines","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P14555:integrin_a5b1_complex","CPI-SC08F3F7DC6","PLA2G2A_integrin_a5b1_complex","simple:P14555","complex:integrin_a5b1_complex","PLA2G2A","","True","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_2",TRUE
"P14555:integrin_a5b1_complex","CPI-SC08F3F7DC6","PLA2G2A_integrin_a5b1_complex","simple:P14555","complex:integrin_a5b1_complex","PLA2G2A","","True","False","False","curated","True","Cell adhesion","Heart_art_smc|Heart_art_ec_1",TRUE
"P15692:P17948","CPI-SS0B9B3870A","VEGFA_FLT1","simple:P15692","simple:P17948","VEGFA","FLT1","True","False","True","curated","False","Vascular endothelial growth factor","Heart_art_smc|Heart_art_ec_2",TRUE
"P15692:P17948","CPI-SS0B9B3870A","VEGFA_FLT1","simple:P15692","simple:P17948","VEGFA","FLT1","True","False","True","curated","False","Vascular endothelial growth factor","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P15692:P17948","CPI-SS0B9B3870A","VEGFA_FLT1","simple:P15692","simple:P17948","VEGFA","FLT1","True","False","True","curated","False","Vascular endothelial growth factor","Lung_cap_pc|Lung_cap_ec",TRUE
"P15692:P17948","CPI-SS0B9B3870A","VEGFA_FLT1","simple:P15692","simple:P17948","VEGFA","FLT1","True","False","True","curated","False","Vascular endothelial growth factor","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P15692:P35968","CPI-SS0C03F7CDC","VEGFA_KDR","simple:P15692","simple:P35968","VEGFA","KDR","True","False","True","curated","False","Vascular endothelial growth factor","Heart_art_smc|Heart_art_ec_2",TRUE
"P15692:P35968","CPI-SS0C03F7CDC","VEGFA_KDR","simple:P15692","simple:P35968","VEGFA","KDR","True","False","True","curated","False","Vascular endothelial growth factor","Lung_cap_pc|Lung_cap_ec",TRUE
"P15692:P35968","CPI-SS0C03F7CDC","VEGFA_KDR","simple:P15692","simple:P35968","VEGFA","KDR","True","False","True","curated","False","Vascular endothelial growth factor","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P16070:P16581","CPI-SS06F83AE58","CD44_SELE","simple:P16070","simple:P16581","CD44","SELE","False","True","False","curated","False","Other interactions","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P16070:P16581","CPI-SS06F83AE58","CD44_SELE","simple:P16070","simple:P16581","CD44","SELE","False","True","False","curated","False","Other interactions","Lung_cap_pc|Lung_cap_ec",TRUE
"P16070:P16581","CPI-SS06F83AE58","CD44_SELE","simple:P16070","simple:P16581","CD44","SELE","False","True","False","curated","False","Other interactions","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P16070:P16581","CPI-SS06F83AE58","CD44_SELE","simple:P16070","simple:P16581","CD44","SELE","False","True","False","curated","False","Other interactions","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P16070:P16581","CPI-SS06F83AE58","CD44_SELE","simple:P16070","simple:P16581","CD44","SELE","False","True","False","curated","False","Other interactions","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P16070:P16581","CPI-SS06F83AE58","CD44_SELE","simple:P16070","simple:P16581","CD44","SELE","False","True","False","curated","False","Other interactions","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P16284:P28907","CPI-SS0E0DEA7D5","PECAM1_CD38","simple:P16284","simple:P28907","PECAM1","CD38","False","True","True","curated","False","Cell adhesion","Muscle_myo_cap_ec|Muscle_cap_pc",TRUE
"P16284:P28907","CPI-SS0E0DEA7D5","PECAM1_CD38","simple:P16284","simple:P28907","PECAM1","CD38","False","True","True","curated","False","Cell adhesion","Heart_myo_cap_ec|Heart_cap_pc",TRUE
"P16284:P28907","CPI-SS0E0DEA7D5","PECAM1_CD38","simple:P16284","simple:P28907","PECAM1","CD38","False","True","True","curated","False","Cell adhesion","Pancreas_cap_ec|Pancreas_cap_pc",TRUE
"P16581:Q92896","CPI-SS04F90EE0D","SELE_GLG1","simple:P16581","simple:Q92896","SELE","GLG1","False","False","False","curated","False","Other interactions","Heart_ven_ec_1|Heart_ven_smc_pc",TRUE
"P16581:Q92896","CPI-SS04F90EE0D","SELE_GLG1","simple:P16581","simple:Q92896","SELE","GLG1","False","False","False","curated","False","Other interactions","Lung_pul_ven_ec|Lung_pul_smc",TRUE
"P16581:Q92896","CPI-SS04F90EE0D","SELE_GLG1","simple:P16581","simple:Q92896","SELE","GLG1","False","False","False","curated","False","Other interactions","Lung_cap_ec|Lung_cap_pc",TRUE
"P16581:Q92896","CPI-SS04F90EE0D","SELE_GLG1","simple:P16581","simple:Q92896","SELE","GLG1","False","False","False","curated","False","Other interactions","Uterus_ven_ec_1|Uterus_ven_smc_pc",TRUE
"P16581:Q92896","CPI-SS04F90EE0D","SELE_GLG1","simple:P16581","simple:Q92896","SELE","GLG1","False","False","False","curated","False","Other interactions","Bladder_ven_ec_1|Bladder_ven_smc_pc",TRUE
"P17931:Q12866","CPI-SS076940BCD","LGALS3_MERTK","simple:P17931","simple:Q12866","LGALS3","MERTK","True","False","True","curated","False","Galectin","Large_intestine_art_ec_2|Large_intestine_art_smc",TRUE
"P17931:Q12866","CPI-SS076940BCD","LGALS3_MERTK","simple:P17931","simple:Q12866","LGALS3","MERTK","True","False","True","curated","False","Galectin","Large_intestine_art_ec_1|Large_intestine_art_smc",TRUE
"P17931:Q12866","CPI-SS076940BCD","LGALS3_MERTK","simple:P17931","simple:Q12866","LGALS3","MERTK","True","False","True","curated","False","Galectin","Small_intestine_art_ec_1|Small_intestine_art_smc",TRUE
"P17931:Q12866","CPI-SS076940BCD","LGALS3_MERTK","simple:P17931","simple:Q12866","LGALS3","MERTK","True","False","True","curated","False","Galectin","Adipose_tissue_art_ec_2|Adipose_tissue_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Muscle_art_ec_2|Muscle_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Muscle_myo_cap_ec|Muscle_cap_pc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Heart_art_ec_2|Heart_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Heart_art_ec_1|Heart_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Lung_pul_art_ec|Lung_pul_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Large_intestine_art_ec_2|Large_intestine_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Large_intestine_art_ec_1|Large_intestine_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Small_intestine_art_ec_1|Small_intestine_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Small_intestine_art_ec_2|Small_intestine_art_smc",TRUE
"P17936:Q86XT9","CPI-SS099ACF7FB","IGFBP3_TMEM219","simple:P17936","simple:Q86XT9","IGFBP3","TMEM219","True","False","True","curated","False","Insulin-like growth factor","Adipose_tissue_art_ec_2|Adipose_tissue_art_smc",TRUE
"P20783:Q16620","CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","NTF3","NTRK2","True","False","True","curated","False","Neurotrophin","Muscle_art_smc|Muscle_art_ec_2",TRUE
"P20783:Q16620","CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","NTF3","NTRK2","True","False","True","curated","False","Neurotrophin","Heart_art_smc|Heart_art_ec_2",TRUE
"P20783:Q16620","CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","NTF3","NTRK2","True","False","True","curated","False","Neurotrophin","Lymph_node_art_smc|Lymph_node_art_ec_2",TRUE
"P20827:P29317","CPI-SS046F6F0C1","EFNA1_EPHA2","simple:P20827","simple:P29317","EFNA1","EPHA2","True","False","True","curated","False","Ephrin","Heart_ven_ec_1|Heart_ven_smc_pc",TRUE
"P20827:P29317","CPI-SS046F6F0C1","EFNA1_EPHA2","simple:P20827","simple:P29317","EFNA1","EPHA2","True","False","True","curated","False","Ephrin","Pancreas_cap_ec|Pancreas_cap_pc",TRUE
"P20827:P29320","CPI-SS09CA492BA","EFNA1_EPHA3","simple:P20827","simple:P29320","EFNA1","EPHA3","True","False","True","curated","False","Ephrin","Large_intestine_art_ec_2|Large_intestine_art_smc",TRUE
"P20827:P29320","CPI-SS09CA492BA","EFNA1_EPHA3","simple:P20827","simple:P29320","EFNA1","EPHA3","True","False","True","curated","False","Ephrin","Large_intestine_art_ec_1|Large_intestine_art_smc",TRUE
"P20827:P29320","CPI-SS09CA492BA","EFNA1_EPHA3","simple:P20827","simple:P29320","EFNA1","EPHA3","True","False","True","curated","False","Ephrin","Lymph_node_art_ec_2|Lymph_node_art_smc",TRUE
"P20827:P29320","CPI-SS09CA492BA","EFNA1_EPHA3","simple:P20827","simple:P29320","EFNA1","EPHA3","True","False","True","curated","False","Ephrin","Pancreas_cap_ec|Pancreas_cap_pc",TRUE
"P20827:P29320","CPI-SS09CA492BA","EFNA1_EPHA3","simple:P20827","simple:P29320","EFNA1","EPHA3","True","False","True","curated","False","Ephrin","Adipose_tissue_art_ec_2|Adipose_tissue_art_smc",TRUE
"P20827:P54764","CPI-SS0EBFE1854","EFNA1_EPHA4","simple:P20827","simple:P54764","EFNA1","EPHA4","True","False","True","curated","False","Ephrin","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P20908:integrin_a10b1_complex","CPI-SC05590EDD3","COL5A1_integrin_a10b1_complex","simple:P20908","complex:integrin_a10b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P20908:integrin_a10b1_complex","CPI-SC05590EDD3","COL5A1_integrin_a10b1_complex","simple:P20908","complex:integrin_a10b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P20908:integrin_a10b1_complex","CPI-SC05590EDD3","COL5A1_integrin_a10b1_complex","simple:P20908","complex:integrin_a10b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P20908:integrin_a10b1_complex","CPI-SC05590EDD3","COL5A1_integrin_a10b1_complex","simple:P20908","complex:integrin_a10b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P20908:integrin_a10b1_complex","CPI-SC05590EDD3","COL5A1_integrin_a10b1_complex","simple:P20908","complex:integrin_a10b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P20908:integrin_a1b1_complex","CPI-SC0592501EA","COL5A1_integrin_a1b1_complex","simple:P20908","complex:integrin_a1b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Lung_cap_pc|Lung_cap_ec",TRUE
"P20908:integrin_a1b1_complex","CPI-SC0592501EA","COL5A1_integrin_a1b1_complex","simple:P20908","complex:integrin_a1b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P20908:integrin_a1b1_complex","CPI-SC0592501EA","COL5A1_integrin_a1b1_complex","simple:P20908","complex:integrin_a1b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Uterus_endometrium_cap_ec|Uterus_cap_pc_endom",TRUE
"P20908:integrin_a1b1_complex","CPI-SC0592501EA","COL5A1_integrin_a1b1_complex","simple:P20908","complex:integrin_a1b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Pancreas_cap_pc|Pancreas_cap_ec",TRUE
"P20908:integrin_a2b1_complex","CPI-SC0681DB40E","COL5A1_integrin_a2b1_complex","simple:P20908","complex:integrin_a2b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P20908:integrin_a2b1_complex","CPI-SC0681DB40E","COL5A1_integrin_a2b1_complex","simple:P20908","complex:integrin_a2b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P20908:integrin_a2b1_complex","CPI-SC0681DB40E","COL5A1_integrin_a2b1_complex","simple:P20908","complex:integrin_a2b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P20908:integrin_a2b1_complex","CPI-SC0681DB40E","COL5A1_integrin_a2b1_complex","simple:P20908","complex:integrin_a2b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P20908:integrin_a2b1_complex","CPI-SC0681DB40E","COL5A1_integrin_a2b1_complex","simple:P20908","complex:integrin_a2b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P20908:integrin_a2b1_complex","CPI-SC0681DB40E","COL5A1_integrin_a2b1_complex","simple:P20908","complex:integrin_a2b1_complex","COL5A1","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P24821:integrin_a8b1_complex","CPI-SC09B2D1C63","TNC_integrin_a8b1_complex","simple:P24821","complex:integrin_a8b1_complex","TNC","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P24821:integrin_a9b1_complex","CPI-SC0B5F57CE1","TNC_integrin_a9b1_complex","simple:P24821","complex:integrin_a9b1_complex","TNC","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P24821:integrin_a9b1_complex","CPI-SC0B5F57CE1","TNC_integrin_a9b1_complex","simple:P24821","complex:integrin_a9b1_complex","TNC","","True","False","False","curated","True","Cell adhesion","Lung_cap_pc|Lung_cap_ec",TRUE
"P24821:integrin_a9b1_complex","CPI-SC0B5F57CE1","TNC_integrin_a9b1_complex","simple:P24821","complex:integrin_a9b1_complex","TNC","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P24821:integrin_a9b1_complex","CPI-SC0B5F57CE1","TNC_integrin_a9b1_complex","simple:P24821","complex:integrin_a9b1_complex","TNC","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P24821:integrin_a9b1_complex","CPI-SC0B5F57CE1","TNC_integrin_a9b1_complex","simple:P24821","complex:integrin_a9b1_complex","TNC","","True","False","False","curated","True","Cell adhesion","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P25940:integrin_a10b1_complex","CPI-SC0DA063880","COL5A3_integrin_a10b1_complex","simple:P25940","complex:integrin_a10b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P25940:integrin_a10b1_complex","CPI-SC0DA063880","COL5A3_integrin_a10b1_complex","simple:P25940","complex:integrin_a10b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P25940:integrin_a10b1_complex","CPI-SC0DA063880","COL5A3_integrin_a10b1_complex","simple:P25940","complex:integrin_a10b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P25940:integrin_a10b1_complex","CPI-SC0DA063880","COL5A3_integrin_a10b1_complex","simple:P25940","complex:integrin_a10b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P25940:integrin_a10b1_complex","CPI-SC0DA063880","COL5A3_integrin_a10b1_complex","simple:P25940","complex:integrin_a10b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P25940:integrin_a10b1_complex","CPI-SC0DA063880","COL5A3_integrin_a10b1_complex","simple:P25940","complex:integrin_a10b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P25940:integrin_a10b1_complex","CPI-SC0DA063880","COL5A3_integrin_a10b1_complex","simple:P25940","complex:integrin_a10b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Adipose_tissue_art_smc|Adipose_tissue_art_ec_2",TRUE
"P25940:integrin_a1b1_complex","CPI-SC00EAD4C47","COL5A3_integrin_a1b1_complex","simple:P25940","complex:integrin_a1b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Muscle_cap_pc|Muscle_myo_cap_ec",TRUE
"P25940:integrin_a1b1_complex","CPI-SC00EAD4C47","COL5A3_integrin_a1b1_complex","simple:P25940","complex:integrin_a1b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Heart_cap_pc|Heart_myo_cap_ec",TRUE
"P25940:integrin_a1b1_complex","CPI-SC00EAD4C47","COL5A3_integrin_a1b1_complex","simple:P25940","complex:integrin_a1b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Lung_cap_pc|Lung_cap_ec",TRUE
"P25940:integrin_a1b1_complex","CPI-SC00EAD4C47","COL5A3_integrin_a1b1_complex","simple:P25940","complex:integrin_a1b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P25940:integrin_a1b1_complex","CPI-SC00EAD4C47","COL5A3_integrin_a1b1_complex","simple:P25940","complex:integrin_a1b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Pancreas_cap_pc|Pancreas_cap_ec",TRUE
"P25940:integrin_a2b1_complex","CPI-SC0D5418330","COL5A3_integrin_a2b1_complex","simple:P25940","complex:integrin_a2b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Heart_ven_smc_pc|Heart_ven_ec_1",TRUE
"P25940:integrin_a2b1_complex","CPI-SC0D5418330","COL5A3_integrin_a2b1_complex","simple:P25940","complex:integrin_a2b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_pc|Lung_pul_cap_ec",TRUE
"P25940:integrin_a2b1_complex","CPI-SC0D5418330","COL5A3_integrin_a2b1_complex","simple:P25940","complex:integrin_a2b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
"P25940:integrin_a2b1_complex","CPI-SC0D5418330","COL5A3_integrin_a2b1_complex","simple:P25940","complex:integrin_a2b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_art_ec",TRUE
"P25940:integrin_a2b1_complex","CPI-SC0D5418330","COL5A3_integrin_a2b1_complex","simple:P25940","complex:integrin_a2b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Uterus_cap_pc_endom|Uterus_endometrium_cap_ec",TRUE
"P25940:integrin_a2b1_complex","CPI-SC0D5418330","COL5A3_integrin_a2b1_complex","simple:P25940","complex:integrin_a2b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Uterus_ven_smc_pc|Uterus_ven_ec_1",TRUE
"P25940:integrin_a2b1_complex","CPI-SC0D5418330","COL5A3_integrin_a2b1_complex","simple:P25940","complex:integrin_a2b1_complex","COL5A3","","True","False","False","curated","True","Cell adhesion","Bladder_ven_smc_pc|Bladder_ven_ec_1",TRUE
"P27658:integrin_a10b1_complex","CPI-SC068FFC547","COL8A1_integrin_a10b1_complex","simple:P27658","complex:integrin_a10b1_complex","COL8A1","","True","False","False","curated","True","Cell adhesion","Lung_pul_smc|Lung_pul_ven_ec",TRUE
